source_path,source_column,standardized_column,units,direction,representation,notes
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),exceed_abs_t10,exceed_abs_t10,fraction,lower_is_better,threshold_geometry,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),exceed_abs_t15,exceed_abs_t15,fraction,lower_is_better,threshold_geometry,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),exceed_abs_t5,exceed_abs_t5,fraction,lower_is_better,threshold_geometry,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),grad_kurtosis_abs_delta,grad_kurtosis_abs_delta,unitless,lower_is_better,gradient_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),grad_mae,grad_mae,m/s per pixel,lower_is_better,gradient_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),grad_w1,grad_w1,m/s per pixel (Wasserstein-1),lower_is_better,gradient_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),mt_distance,mt_distance,merge-tree distance,lower_is_better,topology_mt,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),pd_distance,pd_distance,bottleneck/Wasserstein PD distance,lower_is_better,topology_pd,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),psd_log_l2,psd_log_l2,log-power L2,lower_is_better,frequency_domain,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),psd_slope_abs_delta,psd_slope_abs_delta,unitless (spectral slope),lower_is_better,frequency_domain,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),psnruv,psnruv,dB,higher_is_better,vector_uv,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),speed_mae,speed_mae,m/s,lower_is_better,scalar_speed,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),speed_rmse,speed_rmse,m/s,lower_is_better,scalar_speed,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),ssim,ssim_speed,unitless,higher_is_better,scalar_speed,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),wpd_bias_abs,wpd_bias_abs,m^3/s^3,lower_is_better,wind_power_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),wpd_mae,wpd_mae,m^3/s^3,lower_is_better,wind_power_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
ttk_runs_fixed/topology_finetuning/<method>_eval/all_sample_metrics_<method>.csv (scripts/evaluate_finetune_candidate.py schema; also the source harvested for repeated bicubic/cnn/gan baseline rows),wpd_w1,wpd_w1,m^3/s^3 (Wasserstein-1),lower_is_better,wind_power_distribution,Full candidate/baseline schema written by evaluate_finetune_candidate.py.
